GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-203501-203939-1628467-1628973-1629029-,T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,14,11,3,0.786,44.791666666666664,42,83,0.506,16,36,0.444,21,30,0.7,9,34,43,19,12.0,5,4,1,19,24,121,17.0,118,60,13478,4951,309,264,299,4369,179,243,4029,200,170,5335,309,275,283,394,14449,518,382,9898,14540,195,242,213
Lineups,-1628970-1628984-1628997-1629023-1630163-,M. Bridges - D. Graham - C. Martin - P. Washington - L. Ball,1610612766,CHA,12,6,6,0.5,44.74666666666667,33,91,0.363,16,52,0.308,17,19,0.895,16,22,38,26,14.0,13,2,3,11,18,99,-15.0,172,254,14594,6055,310,365,260,9129,179,141,6211,283,345,3593,134,505,334,246,14525,122,988,13867,14139,298,327,14561
Lineups,-1628981-1629164-1630168-1630219-1630233-,B. Fernando - B. Goodwin - O. Okongwu - S. Mays - N. Knight,1610612737,ATL,12,7,5,0.583,44.733333333333334,29,74,0.392,5,19,0.263,33,41,0.805,15,33,48,16,16.0,9,4,10,12,25,96,-5.0,172,190,14449,5953,311,433,350,8625,1031,627,6532,96,98,4232,152,289,239,491,14583,215,382,14723,14221,180,339,12363
Lineups,-200752-201942-201988-1629022-1629234-,R. Gay - D. DeRozan - P. Mills - L. Walker IV - D. Eubanks,1610612759,SAS,19,7,12,0.368,44.70666666666666,40,84,0.476,10,26,0.385,21,27,0.778,9,31,40,24,14.0,5,3,2,19,25,111,-5.0,48,190,14798,7824,312,288,294,6583,375,406,4811,200,208,4497,309,311,306,274,14525,518,596,12872,14540,180,279,12363
Lineups,-2544-202693-203471-203484-1627745-,L. James - M. Morris - D. Schroder - K. Caldwell-Pope - D. Jones,1610612747,LAL,5,4,1,0.8,44.666666666666664,33,65,0.508,10,28,0.357,26,30,0.867,6,32,38,20,21.0,6,3,4,20,23,102,-7.0,958,534,4787,4880,313,365,403,4358,375,363,5070,149,170,3747,554,297,334,365,14670,386,596,14262,14563,208,310,13391
Lineups,-201565-201959-1629628-1630167-1630193-,D. Rose - T. Gibson - R. Barrett - O. Toppin - I. Quickley,1610612752,NYK,6,5,1,0.833,44.5,43,86,0.5,11,25,0.44,13,14,0.929,7,37,44,22,6.0,8,2,2,14,15,110,35.0,715,370,4787,4838,314,254,288,4380,338,424,4109,436,558,3467,451,241,268,317,13728,256,988,12872,14362,398,287,57
Lineups,-203939-1626196-1627827-1628467-1629029-,D. Powell - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,7,4,3,0.571,44.49166666666667,34,74,0.459,7,31,0.226,27,35,0.771,12,27,39,16,14.0,12,5,4,17,29,102,-8.0,542,534,13478,5959,315,347,350,6913,622,307,7068,134,130,4562,215,385,321,491,14525,135,260,14262,14479,139,310,13690
Lineups,-201566-203078-1628418-1629060-1630166-,R. Westbrook - B. Beal - T. Bryant - R. Hachimura - D. Avdija,1610612764,WAS,4,1,3,0.25,43.77166666666667,39,82,0.476,11,27,0.407,16,24,0.667,5,32,37,26,8.0,4,3,3,13,19,105,-11.0,1342,2861,13478,8343,316,300,310,6610,338,386,4405,313,240,5423,724,297,349,246,14127,711,596,13867,14293,274,302,14279
Lineups,-202692-203457-203901-203944-1629628-,A. Burks - N. Noel - E. Payton - J. Randle - R. Barrett,1610612752,NYK,18,9,9,0.5,43.75,42,77,0.545,12,21,0.571,21,21,1.0,6,34,40,20,11.0,5,6,1,22,23,117,13.0,58,100,14761,6055,317,264,335,3876,295,540,2188,200,299,1,554,275,306,365,14398,518,200,9898,14593,208,262,389
Lineups,-200782-201569-202322-202326-1630256-,P. Tucker - E. Gordon - J. Wall - D. Cousins - J. Tate,1610612745,HOU,6,2,4,0.333,43.56666666666667,36,81,0.444,9,34,0.265,16,20,0.8,11,24,35,21,5.0,4,0,3,15,19,97,-18.0,715,1419,14165,7835,318,328,314,7158,429,261,6528,313,325,4235,243,446,375,334,13379,711,4787,13867,14403,274,334,14658
Lineups,-203486-203924-1628367-1630165-1630180-,M. Plumlee - J. Grant - J. Jackson - K. Hayes - S. Bey,1610612765,DET,3,1,2,0.333,43.53,38,83,0.458,10,31,0.323,14,20,0.7,7,32,39,23,8.0,10,4,9,13,19,100,0.0,1988,2861,11786,7835,319,310,299,6940,375,307,6156,390,325,5335,451,297,321,295,14127,189,382,14704,14293,274,322,5969
Lineups,-201939-203110-203145-1626162-1630164-,S. Curry - D. Green - K. Bazemore - K. Oubre Jr. - J. Wiseman,1610612744,GSW,9,7,2,0.778,43.51833333333333,48,83,0.578,15,36,0.417,9,9,1.0,3,37,40,38,18.0,6,7,1,20,13,120,26.0,351,190,11786,4953,320,225,299,3371,207,243,4342,745,1028,1,1413,241,306,142,14625,386,161,9898,14563,482,245,97
Lineups,-201949-202339-1626195-1629638-1630230-,J. Johnson - E. Bledsoe - W. Hernangomez - N. Alexander-Walker - N. Marshall,1610612740,NOP,4,1,3,0.25,43.43833333333333,40,76,0.526,7,20,0.35,20,28,0.714,5,31,36,24,12.0,3,4,1,13,25,107,-6.0,1342,2861,13478,8343,321,288,338,4198,622,583,5122,221,196,5245,724,311,364,274,14449,1026,382,9898,14293,180,296,12959
Lineups,-203506-203933-1626167-1627734-1627763-,V. Oladipo - T. Warren - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,3,2,1,0.667,43.43333333333333,44,85,0.518,10,29,0.345,13,16,0.813,6,36,42,31,12.0,7,6,5,18,18,111,22.0,1988,1419,4787,5255,322,246,290,4281,375,342,5146,436,451,4208,554,256,291,196,14449,312,200,14433,14510,298,279,131
Lineups,-201143-1628977-1629026-1629647-1629652-,A. Horford - H. Diallo - K. Williams - D. Bazley - L. Dort,1610612760,OKC,4,2,2,0.5,43.376666666666665,32,80,0.4,7,27,0.259,13,16,0.813,8,30,38,24,9.0,12,3,5,13,15,84,-5.0,1342,1419,11786,6055,323,378,317,8087,622,386,6540,436,451,4208,358,328,334,274,14264,135,596,14433,14293,398,401,12363
Lineups,-201142-201599-202681-203915-203925-,K. Durant - D. Jordan - K. Irving - S. Dinwiddie - J. Harris,1610612751,BKN,3,2,1,0.667,43.31666666666667,43,82,0.524,15,31,0.484,12,20,0.6,8,44,52,30,13.0,4,5,4,23,18,113,32.0,1988,1419,4787,5255,324,254,310,4225,207,307,3904,496,325,5961,358,188,212,209,14489,711,260,14262,14616,298,271,66
Lineups,-1626156-1627736-1629006-1629675-1630162-,D. Russell - M. Beasley - J. Okogie - N. Reid - A. Edwards,1610612750,MIN,6,1,5,0.167,43.30166666666667,39,84,0.464,14,35,0.4,9,10,0.9,4,27,31,23,7.0,6,6,8,15,9,101,-7.0,715,2861,14449,8577,325,300,294,6806,229,252,4419,745,877,3553,974,385,441,295,13958,386,200,14668,14403,797,315,13391
Lineups,-203937-1628415-1628960-1629630-1630214-,K. Anderson - D. Brooks - G. Allen - J. Morant - X. Tillman,1610612763,MEM,11,8,3,0.727,43.291666666666664,32,83,0.386,11,27,0.407,15,21,0.714,8,33,41,16,8.0,10,6,4,20,16,90,-11.0,211,139,13478,5173,326,378,299,8699,338,386,4405,354,299,5245,358,289,300,491,14127,189,200,14262,14563,362,363,14279
Lineups,-203145-203952-1626172-1629308-1629673-,K. Bazemore - A. Wiggins - K. Looney - J. Toscano-Anderson - J. Poole,1610612744,GSW,8,6,2,0.75,43.06666666666667,31,80,0.388,11,29,0.379,10,11,0.909,7,33,40,21,10.0,8,4,6,20,15,83,10.0,428,254,11786,4974,327,395,317,8684,338,342,4858,647,769,3513,451,289,306,334,14333,256,382,14557,14563,398,406,664
Lineups,-202355-203084-203090-1627741-1628368-,H. Whiteside - H. Barnes - M. Harkless - B. Hield - D. Fox,1610612758,SAC,4,2,2,0.5,42.99666666666667,41,80,0.513,14,30,0.467,13,16,0.813,10,31,41,21,12.0,8,4,4,19,18,109,8.0,1342,1419,11786,6055,328,273,317,4332,229,324,3932,436,451,4208,269,311,300,334,14449,256,382,14262,14540,298,290,974
Lineups,-2546-203081-203496-1627884-1629018-,C. Anthony - D. Lillard - R. Covington - D. Jones Jr. - G. Trent Jr.,1610612757,POR,19,13,6,0.684,42.89666666666667,32,73,0.438,14,42,0.333,22,26,0.846,8,23,31,13,10.0,8,5,3,23,25,100,-25.0,48,37,14594,5250,329,378,356,7373,229,193,5164,182,220,3891,358,480,441,673,14333,256,260,13867,14616,180,322,14748
Lineups,-201142-201145-201599-201935-203925-,K. Durant - J. Green - D. Jordan - J. Harden - J. Harris,1610612751,BKN,3,3,0,1.0,42.715,45,76,0.592,13,29,0.448,13,15,0.867,4,40,44,27,19.0,5,5,1,15,15,116,8.0,1988,833,1,1,330,243,338,3259,257,342,4023,436,504,3747,974,215,268,237,14640,518,260,9898,14403,398,265,974
Lineups,-203967-1626164-1626166-1628470-1629661-,D. Saric - D. Booker - C. Payne - T. Craig - C. Johnson,1610612756,PHX,17,13,4,0.765,42.65833333333333,28,77,0.364,9,38,0.237,15,15,1.0,10,20,30,17,9.0,11,1,2,16,18,80,-23.0,69,37,14165,4971,331,455,335,9045,429,216,7032,354,504,1,269,577,466,457,14264,163,1883,12872,14444,298,432,14732
Lineups,-201565-202692-203457-1630167-1630193-,D. Rose - A. Burks - N. Noel - O. Toppin - I. Quickley,1610612752,NYK,12,5,7,0.417,42.555,36,69,0.522,8,19,0.421,9,12,0.75,5,28,33,21,11.0,7,11,3,21,9,89,3.0,172,370,14679,7674,332,328,379,4240,512,627,4325,745,681,4604,724,365,403,334,14398,312,76,13867,14577,797,372,2885
Lineups,-203967-1626166-1628470-1628975-1629661-,D. Saric - C. Payne - T. Craig - J. Carter - C. Johnson,1610612756,PHX,10,8,2,0.8,42.42333333333333,40,79,0.506,17,38,0.447,6,7,0.857,10,29,39,31,14.0,6,2,3,19,11,103,11.0,271,139,11786,4880,333,288,323,4367,167,216,4026,1244,1441,3770,269,349,321,196,14525,386,988,13867,14540,604,307,539
Lineups,-203926-1627734-1627747-1628988-1629052-,D. McDermott - D. Sabonis - C. LeVert - A. Holiday - O. Brissett,1610612754,IND,2,1,1,0.5,42.416666666666664,36,73,0.493,8,19,0.421,15,16,0.938,6,24,30,24,15.0,8,4,2,13,15,95,-10.0,3209,2861,4787,6055,334,328,356,6431,512,627,4325,354,451,3453,554,446,466,274,14561,256,382,12872,14293,398,344,14145
Lineups,-2772-202710-1628389-1629130-1629639-,T. Ariza - J. Butler - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,13,7,6,0.538,42.33,42,78,0.538,19,32,0.594,12,17,0.706,7,29,36,37,9.0,6,6,5,11,21,115,43.0,134,190,14594,6042,335,264,330,3992,147,280,2173,496,424,5329,451,349,364,151,14264,386,200,14433,14139,247,267,38
Lineups,-202329-202696-203095-203487-203932-,A. Aminu - N. Vucevic - E. Fournier - M. Carter-Williams - A. Gordon,1610612753,ORL,3,1,2,0.333,41.873333333333335,34,76,0.447,11,31,0.355,7,11,0.636,7,30,37,22,9.0,6,7,4,10,10,86,-8.0,1988,2861,11786,7835,336,347,338,7138,338,307,5099,1021,769,5878,451,328,349,317,14264,386,161,14262,14033,704,386,13690
Lineups,-203507-1626171-1626192-1627854-1628978-,G. Antetokounmpo - B. Portis - P. Connaughton - B. Forbes - D. DiVincenzo,1610612749,MIL,16,12,4,0.75,41.865,41,83,0.494,15,35,0.429,14,19,0.737,7,28,35,31,10.0,16,8,5,13,14,111,24.0,81,46,14165,4974,337,273,299,6428,207,252,4155,390,345,5167,451,365,375,196,14333,85,134,14433,14293,443,279,115
Lineups,-203501-203939-1626196-1627827-1628973-,T. Hardaway Jr. - D. Powell - J. Richardson - D. Finney-Smith - J. Brunson,1610612742,DAL,10,3,7,0.3,41.63333333333333,33,70,0.471,10,32,0.313,14,18,0.778,6,22,28,20,11.0,10,2,1,17,16,90,0.0,271,833,14679,8308,338,365,368,6677,375,280,6190,390,379,4497,554,505,518,365,14398,189,988,9898,14479,362,363,5969
Lineups,-202683-203081-203496-1629018-1629642-,E. Kanter - D. Lillard - R. Covington - G. Trent Jr. - N. Little,1610612757,POR,6,2,4,0.333,41.483333333333334,42,93,0.452,18,43,0.419,15,18,0.833,17,22,39,21,8.0,9,3,5,8,16,117,0.0,715,1419,14165,7835,339,264,248,7080,152,187,4340,354,379,3930,119,505,321,334,14127,215,596,14433,13752,362,262,5969
Lineups,-202083-203076-203471-1626149-1628398-,W. Matthews - A. Davis - D. Schroder - M. Harrell - K. Kuzma,1610612747,LAL,11,7,4,0.636,41.47833333333333,35,79,0.443,10,25,0.4,11,15,0.733,10,30,40,17,17.0,5,1,3,17,15,91,-14.0,211,190,14165,5762,340,340,323,7334,375,424,4419,565,504,5179,269,328,306,457,14603,518,1883,13867,14479,398,358,14512
Lineups,-201142-201599-202681-203925-1627789-,K. Durant - D. Jordan - K. Irving - J. Harris - T. Luwawu-Cabarrot,1610612751,BKN,5,2,3,0.4,41.46666666666667,36,80,0.45,16,42,0.381,12,14,0.857,5,34,39,24,12.0,5,7,3,11,13,100,-5.0,958,1419,13478,7679,341,328,317,7093,179,193,4847,496,558,3770,724,275,321,274,14449,518,161,13867,14139,482,322,12363
Lineups,-200755-1628404-1629627-1629637-1629638-,J. Redick - J. Hart - Z. Williamson - J. Hayes - N. Alexander-Walker,1610612740,NOP,6,2,4,0.333,41.45,31,66,0.47,4,22,0.182,29,37,0.784,7,25,32,18,14.0,5,1,7,16,27,95,-18.0,715,1419,14165,7835,342,395,396,6720,1325,512,7404,116,121,4488,451,424,418,425,14525,518,1883,14623,14444,161,344,14658
Lineups,-201950-203114-203507-1626192-1628978-,J. Holiday - K. Middleton - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,1610612749,MIL,17,10,7,0.588,41.35,45,87,0.517,13,28,0.464,26,30,0.867,8,39,47,28,5.0,12,2,7,17,19,129,47.0,69,80,14679,5951,343,243,280,4282,257,363,3944,149,170,3747,358,223,246,228,13379,135,988,14623,14479,274,224,32
Lineups,-203200-204456-1627734-1627747-1627763-,J. Holiday - T. McConnell - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,10,5,5,0.5,41.28,37,82,0.451,7,32,0.219,16,19,0.842,14,26,40,23,10.0,9,4,5,18,19,97,6.0,271,370,14449,6055,344,319,310,7089,622,280,7120,313,345,3919,164,402,306,295,14333,215,382,14433,14510,274,334,1476
Lineups,-202689-1627759-1628369-1628400-1628464-,K. Walker - J. Brown - J. Tatum - S. Ojeleye - D. Theis,1610612738,BOS,8,4,4,0.5,40.83166666666666,37,76,0.487,9,26,0.346,19,27,0.704,13,32,45,25,13.0,9,6,5,13,23,102,28.0,428,534,14165,6055,345,319,338,6465,429,406,5141,241,208,5333,187,297,259,261,14489,215,200,14433,14293,208,310,83
Lineups,-201939-203110-203952-1626172-1628539-,S. Curry - D. Green - A. Wiggins - K. Looney - M. Mulder,1610612744,GSW,7,4,3,0.571,40.78333333333333,41,78,0.526,16,36,0.444,17,19,0.895,14,30,44,25,12.0,3,3,4,12,16,115,9.0,542,534,13478,5959,346,273,330,4218,179,243,4029,283,345,3593,164,328,268,261,14449,1026,596,14262,14221,362,267,805
Lineups,-201566-201577-202397-202722-1628990-,R. Westbrook - R. Lopez - I. Smith - D. Bertans - C. Hutchison,1610612764,WAS,9,5,4,0.556,40.428333333333335,39,83,0.47,9,21,0.429,16,18,0.889,9,29,38,21,9.0,4,5,7,12,19,103,0.0,351,370,14165,6011,347,300,299,6718,429,540,4155,313,379,3599,309,349,334,334,14264,711,260,14623,14221,274,307,5969
Lineups,-201950-203114-203507-1626171-1626192-,J. Holiday - K. Middleton - G. Antetokounmpo - B. Portis - P. Connaughton,1610612749,MIL,17,11,6,0.647,40.405,37,81,0.457,12,29,0.414,9,16,0.563,15,43,58,20,14.0,5,2,7,12,15,95,15.0,69,60,14594,5755,348,319,314,6952,295,342,4371,745,451,6141,152,191,182,365,14525,518,988,14623,14221,398,344,291
Lineups,-201571-203114-1626171-1626192-1628470-,D. Augustin - K. Middleton - B. Portis - P. Connaughton - T. Craig,1610612749,MIL,9,3,6,0.333,40.318333333333335,30,74,0.405,14,31,0.452,13,15,0.867,6,24,30,16,13.0,5,1,5,18,11,87,-24.0,351,833,14594,7835,349,415,350,8069,229,307,4011,436,504,3747,554,446,466,491,14489,518,1883,14433,14510,604,377,14740
Lineups,-202329-202696-203095-203487-203516-,A. Aminu - N. Vucevic - E. Fournier - M. Carter-Williams - J. Ennis III,1610612753,ORL,3,1,2,0.333,40.31666666666667,33,76,0.434,9,26,0.346,13,14,0.929,5,28,33,21,10.0,9,2,6,8,11,88,-3.0,1988,2861,11786,7835,350,365,338,7464,429,406,5141,436,558,3467,724,365,403,334,14333,215,988,14557,13752,604,374,10536
Lineups,-2546-202683-203081-203918-1629018-,C. Anthony - E. Kanter - D. Lillard - R. Hood - G. Trent Jr.,1610612757,POR,13,9,4,0.692,40.07666666666667,33,79,0.418,12,32,0.375,21,21,1.0,6,32,38,16,7.0,6,4,2,16,16,99,0.0,134,100,14165,5240,351,365,323,7879,295,280,4868,200,299,1,554,297,334,491,13958,386,382,12872,14444,362,327,5969
Lineups,-203935-1627759-1628369-1628400-1628464-,M. Smart - J. Brown - J. Tatum - S. Ojeleye - D. Theis,1610612738,BOS,7,5,2,0.714,40.055,35,72,0.486,11,35,0.314,9,13,0.692,7,31,38,20,10.0,9,5,0,16,13,90,7.0,542,370,11786,5187,352,340,363,6474,338,252,6187,745,618,5384,451,311,334,365,14333,215,260,1,14444,482,363,1211
Lineups,-203200-1626167-1627734-1627763-1628410-,J. Holiday - M. Turner - D. Sabonis - M. Brogdon - E. Sumner,1610612754,IND,5,2,3,0.4,39.95666666666666,31,76,0.408,8,31,0.258,6,6,1.0,10,34,44,17,14.0,6,7,8,13,10,76,-13.0,958,1419,13478,7679,353,395,338,8054,512,307,6543,1244,1701,1,269,275,268,457,14525,386,161,14668,14293,704,464,14459
Lineups,-201980-203118-203552-203954-1627732-,D. Green - M. Scott - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,8,7,1,0.875,39.86666666666667,33,66,0.5,8,25,0.32,12,13,0.923,3,34,37,19,15.0,10,5,1,10,14,86,7.0,428,190,4787,4799,354,365,396,4380,512,424,6162,496,618,3482,1413,275,349,394,14561,189,260,9898,14033,443,386,1211
Lineups,-201144-202324-203903-204060-1627777-,M. Conley - D. Favors - J. Clarkson - J. Ingles - G. Niang,1610612762,UTA,18,13,5,0.722,39.81666666666667,40,77,0.519,18,37,0.486,16,17,0.941,8,27,35,25,14.0,10,6,4,16,15,114,31.0,58,37,14449,5186,355,288,335,4267,152,229,3902,313,424,3447,358,385,375,261,14525,189,200,14262,14444,398,269,70
Lineups,-203501-203939-204001-1627827-1629029-,T. Hardaway Jr. - D. Powell - K. Porzingis - D. Finney-Smith - L. Doncic,1610612742,DAL,3,2,1,0.667,39.75,36,69,0.522,12,32,0.375,22,23,0.957,6,24,30,22,10.0,4,3,3,18,15,106,2.0,1988,1419,4787,5255,356,328,379,4240,295,280,4868,182,256,3437,554,446,466,317,14333,711,596,13867,14510,398,298,3758
Lineups,-201145-1627747-1627752-1628386-1629013-,J. Green - C. LeVert - T. Prince - J. Allen - L. Shamet,1610612751,BKN,6,3,3,0.5,39.4,25,62,0.403,7,23,0.304,19,21,0.905,8,30,38,13,20.0,4,8,3,17,18,76,-16.0,715,833,13478,6055,357,533,426,8082,622,484,6240,241,299,3546,358,328,334,673,14652,711,134,13867,14479,298,464,14609
Lineups,-201980-202699-203954-1627732-1630178-,D. Green - T. Harris - J. Embiid - B. Simmons - T. Maxey,1610612755,PHI,3,2,1,0.667,39.083333333333336,38,73,0.521,11,28,0.393,14,18,0.778,4,28,32,24,8.0,8,1,0,15,17,101,8.0,1988,1419,4787,5255,358,310,356,4253,338,363,4785,390,379,4497,974,365,418,274,14127,256,1883,1,14403,324,315,974
Lineups,-203083-1628386-1629012-1629636-1630171-,A. Drummond - J. Allen - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,5,0,5,0.0,39.05,30,62,0.484,5,13,0.385,17,22,0.773,8,15,23,16,12.0,3,2,8,18,19,82,-33.0,958,8622,14449,8622,359,415,426,6489,1031,1058,4811,283,276,4557,358,854,661,491,14449,1026,988,14668,14510,274,421,14788
Lineups,-203914-1628407-1628964-1629021-1630175-,G. Harris - D. Bacon - M. Bamba - M. Wagner - C. Anthony,1610612753,ORL,5,0,5,0.0,38.983333333333334,20,67,0.299,6,27,0.222,15,19,0.789,7,31,38,8,17.0,3,7,4,12,12,61,-47.0,958,8622,14449,8622,360,748,388,10437,803,386,7070,354,345,4462,451,311,334,1279,14603,1026,161,14262,14221,540,640,14810
Lineups,-201609-203482-1628389-1629130-1629134-,G. Dragic - K. Olynyk - B. Adebayo - D. Robinson - K. Nunn,1610612748,MIA,5,2,3,0.4,38.87833333333333,28,67,0.418,9,29,0.31,13,16,0.813,6,23,29,19,8.0,4,3,4,14,15,78,-13.0,958,1419,13478,7679,361,455,388,7876,429,342,6205,436,451,4208,554,480,498,394,14127,711,596,14262,14362,398,451,14459
Lineups,-202954-203952-1626162-1627814-1629672-,B. Wanamaker - A. Wiggins - K. Oubre Jr. - D. Lee - E. Paschall,1610612744,GSW,10,7,3,0.7,38.833333333333336,24,71,0.338,11,32,0.344,11,15,0.733,6,28,34,19,6.0,7,4,6,11,14,70,-13.0,271,190,13478,5226,362,572,366,9261,338,280,5150,565,504,5179,554,365,392,394,13728,312,382,14557,14139,443,522,14459
Lineups,-202355-202357-202709-1628368-1630169-,H. Whiteside - N. Bjelica - C. Joseph - D. Fox - T. Haliburton,1610612758,SAC,8,5,3,0.625,38.766666666666666,34,60,0.567,6,15,0.4,20,28,0.714,5,25,30,17,14.0,2,6,4,21,16,94,-9.0,428,370,13478,5775,363,347,459,3605,803,861,4419,221,196,5245,724,424,466,457,14525,1612,200,14262,14577,362,349,13943
Lineups,-202355-203084-1627741-1628368-1630169-,H. Whiteside - H. Barnes - B. Hield - D. Fox - T. Haliburton,1610612758,SAC,17,8,9,0.471,38.735,28,70,0.4,8,25,0.32,15,28,0.536,9,23,32,14,8.0,4,5,4,25,24,79,-18.0,69,139,14761,7594,364,455,368,8087,512,424,6162,354,196,6168,309,480,418,608,14127,711,260,14262,14641,195,442,14658
Lineups,-202684-202689-203095-203935-1628369-,T. Thompson - K. Walker - E. Fournier - M. Smart - J. Tatum,1610612738,BOS,3,0,3,0.0,38.63333333333333,35,67,0.522,17,36,0.472,14,19,0.737,5,35,40,24,11.0,6,1,2,21,18,101,19.0,1988,8622,13478,8622,365,340,388,4238,167,243,3924,390,345,5167,724,269,306,274,14398,386,1883,12872,14577,298,315,176
Lineups,-200752-201942-201988-1627751-1629022-,R. Gay - D. DeRozan - P. Mills - J. Poeltl - L. Walker IV,1610612759,SAS,16,7,9,0.438,38.57666666666667,37,75,0.493,14,28,0.5,13,14,0.929,8,28,36,21,5.0,4,5,5,14,17,101,-6.0,81,190,14761,7629,366,319,345,6430,229,363,2382,436,558,3467,358,365,364,334,13379,711,260,14433,14362,324,315,12959
Lineups,-200752-201942-201988-1629234-1630170-,R. Gay - D. DeRozan - P. Mills - D. Eubanks - D. Vassell,1610612759,SAS,13,6,7,0.462,38.568333333333335,30,69,0.435,11,30,0.367,28,30,0.933,5,30,35,16,7.0,6,9,1,14,17,99,9.0,134,254,14679,7599,367,415,379,7439,338,324,5003,125,170,3458,724,328,375,491,13958,386,107,9898,14362,324,327,805
Lineups,-203200-203506-1626167-1627734-1627763-,J. Holiday - V. Oladipo - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,7,3,4,0.429,38.513333333333335,35,71,0.493,7,30,0.233,9,13,0.692,8,24,32,20,14.0,7,5,4,18,12,86,-17.0,542,833,14165,7631,368,340,366,6432,622,324,7037,745,618,5384,358,446,418,365,14525,312,260,14262,14510,540,386,14630
Lineups,-2730-201588-1627788-1629003-1629680-,D. Howard - G. Hill - F. Korkmaz - S. Milton - M. Thybulle,1610612755,PHI,4,4,0,1.0,38.44833333333333,38,74,0.514,8,21,0.381,17,27,0.63,13,25,38,23,7.0,7,6,6,13,21,101,14.0,1342,534,1,1,369,310,350,4320,512,540,4847,283,208,5901,187,424,334,295,13958,312,200,14557,14293,247,315,337
Lineups,-1626156-1627736-1629006-1629020-1629675-,D. Russell - M. Beasley - J. Okogie - J. Vanderbilt - N. Reid,1610612750,MIN,4,1,3,0.25,38.32,31,67,0.463,9,25,0.36,9,11,0.818,3,26,29,21,16.0,10,5,10,19,13,80,-9.0,1342,2861,13478,8343,370,395,388,6816,429,424,5063,745,769,4168,1413,402,498,334,14583,189,260,14723,14540,482,432,13943
Lineups,-101108-203967-1628470-1628975-1629661-,C. Paul - D. Saric - T. Craig - J. Carter - C. Johnson,1610612756,PHX,11,9,2,0.818,38.2,31,68,0.456,14,38,0.368,8,11,0.727,10,22,32,23,7.0,3,2,3,12,14,84,-9.0,211,100,11786,4873,371,395,383,6960,229,216,4985,859,769,5200,269,505,418,295,13958,1026,988,13867,14221,443,401,13943
Lineups,-202322-203506-1626174-1627863-1630256-,J. Wall - V. Oladipo - C. Wood - D. House Jr. - J. Tate,1610612745,HOU,2,0,2,0.0,38.11666666666667,29,62,0.468,7,28,0.25,15,20,0.75,6,31,37,17,14.0,4,4,3,12,14,80,4.0,3209,8622,11786,8622,372,433,426,6746,622,363,6547,354,325,4604,554,311,349,457,14525,711,382,13867,14221,443,432,2263
Lineups,-203115-203999-1627750-1629008-1630267-,W. Barton - N. Jokic - J. Murray - M. Porter Jr. - F. Campazzo,1610612743,DEN,7,4,3,0.571,38.05833333333333,35,75,0.467,7,24,0.292,13,17,0.765,7,23,30,23,8.0,8,1,6,12,18,90,17.0,542,534,13478,5959,373,340,345,6750,622,464,6315,436,424,4583,451,480,466,295,14127,256,1883,14557,14221,298,363,213
Lineups,-203926-204456-1626167-1627734-1627763-,D. McDermott - T. McConnell - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,10,6,4,0.6,37.865,32,65,0.492,11,26,0.423,11,14,0.786,8,27,35,20,12.0,6,4,5,11,12,86,2.0,271,254,14165,5818,374,378,403,6435,338,406,4321,565,558,4472,358,385,375,365,14449,386,382,14433,14139,540,386,3758
Lineups,-201933-203486-203924-1626153-1630165-,B. Griffin - M. Plumlee - J. Grant - D. Wright - K. Hayes,1610612765,DET,3,0,3,0.0,37.833333333333336,33,65,0.508,11,25,0.44,10,15,0.667,2,27,29,21,11.0,4,1,3,9,17,87,-8.0,1988,8622,13478,8622,375,365,403,4358,338,424,4109,647,504,5423,2208,385,498,334,14398,711,1883,13867,13895,324,377,13690
Lineups,-201568-203503-203991-1628989-1629027-,D. Gallinari - T. Snell - C. Capela - K. Huerter - T. Young,1610612737,ATL,12,7,5,0.583,37.765,33,73,0.452,9,24,0.375,22,30,0.733,11,31,42,17,8.0,5,1,5,11,16,97,28.0,172,190,14449,5953,376,365,356,7078,429,464,4868,182,170,5179,243,311,291,457,14127,518,1883,14433,14139,362,334,83
