GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-201939-203952-1626162-1628539-1629308-,S. Curry - A. Wiggins - K. Oubre Jr. - M. Mulder - J. Toscano-Anderson,1610612744,GSW,1,1,0,1.0,12.9,10,21,0.476,6,15,0.4,4,4,1.0,0,10,10,10,4.0,2,1,0,6,4,30,6.0,5846,2861,1,1,1647,1787,1843,6583,803,861,4419,2038,2632,1,6835,1456,1974,949,12801,1612,1883,1,13128,2123,1659,1476
Lineups,-202954-1627814-1628539-1629673-1630164-,B. Wanamaker - D. Lee - M. Mulder - J. Poole - J. Wiseman,1610612744,GSW,3,0,3,0.0,12.883333333333333,13,22,0.591,4,7,0.571,7,11,0.636,2,8,10,9,3.0,0,1,0,1,8,37,12.0,1988,8622,13478,8622,1650,1325,1738,3260,1325,2214,2188,1021,769,5878,2208,1901,1974,1094,11870,6159,1883,1,4568,936,1267,463
Lineups,-1627749-1628401-1629234-1629640-1629677-,D. Murray - D. White - D. Eubanks - K. Johnson - L. Samanic,1610612759,SAS,1,1,0,1.0,12.883333333333333,11,23,0.478,3,8,0.375,0,0,0.0,2,9,11,4,6.0,3,3,1,5,1,25,4.0,5846,2861,1,1,1650,1598,1650,6554,1834,1911,4868,7636,8018,7636,2208,1670,1776,2734,13728,1026,596,9898,12673,6113,2063,2263
Lineups,-1629004-1629026-1629652-1629660-1629676-,S. Mykhailiuk - K. Williams - L. Dort - T. Jerome - I. Roby,1610612760,OKC,5,2,3,0.4,12.873333333333333,9,25,0.36,4,9,0.444,6,6,1.0,5,5,10,5,3.0,4,0,4,6,4,28,-8.0,958,1419,13478,7679,1652,2021,1495,9133,1325,1657,4029,1244,1701,1,724,3064,1974,2186,11870,711,4787,14262,13128,2123,1805,13690
Lineups,-101150-202694-202704-1627826-1628379-,L. Williams - M. Morris Sr. - R. Jackson - I. Zubac - L. Kennard,1610612746,LAC,4,2,2,0.5,12.861666666666666,11,21,0.524,3,7,0.429,6,7,0.857,2,7,9,6,3.0,1,1,2,5,6,31,-1.0,1342,1419,11786,6055,1653,1598,1843,4226,1834,2214,4155,1244,1441,3770,2208,2181,2230,1781,11870,2899,1883,12872,12673,1337,1593,8029
Lineups,-1628396-1629660-1629718-1630221-1630466-,T. Bradley - T. Jerome - C. Brown Jr. - J. Hall - G. Deck,1610612760,OKC,1,0,1,0.0,12.85,9,21,0.429,3,10,0.3,4,4,1.0,0,12,12,5,1.0,0,0,0,4,5,25,-2.0,5846,8622,4787,8622,1654,2021,1843,7491,1834,1476,6247,2038,2632,1,6835,1154,1603,2186,6192,6159,4787,1,11933,1654,2063,9134
Lineups,-203107-203490-203897-1628374-1628976-,T. Satoransky - O. Porter Jr. - Z. LaVine - L. Markkanen - W. Carter Jr.,1610612741,CHI,3,1,2,0.333,12.85,12,31,0.387,3,16,0.188,0,2,0.0,7,9,16,6,5.0,2,1,1,4,6,27,-3.0,1988,2861,11786,7835,1654,1437,1148,8685,1834,776,7395,7636,4380,7636,451,1670,1115,1781,13379,1612,1883,9898,11933,1337,1880,10536
Lineups,-2546-202683-203081-1629014-1629018-,C. Anthony - E. Kanter - D. Lillard - A. Simons - G. Trent Jr.,1610612757,POR,3,1,2,0.333,12.836666666666666,11,32,0.344,4,16,0.25,6,6,1.0,7,9,16,2,1.0,2,1,5,8,7,32,12.0,1988,2861,11786,7835,1656,1598,1094,9252,1325,776,6547,1244,1701,1,451,1670,1115,4832,6192,1612,1883,14433,13752,1120,1514,463
Lineups,-202689-203935-1627759-1628369-1629021-,K. Walker - M. Smart - J. Brown - J. Tatum - M. Wagner,1610612738,BOS,1,0,1,0.0,12.833333333333334,8,26,0.308,3,13,0.231,4,4,1.0,6,7,13,5,5.0,3,1,3,6,3,23,-3.0,5846,8622,4787,8622,1657,2275,1429,10310,1834,1058,7038,2038,2632,1,554,2181,1444,2186,13379,1026,1883,13867,13128,2846,2261,10536
Lineups,-202687-1626179-1628997-1629023-1630163-,B. Biyombo - T. Rozier - C. Martin - P. Washington - L. Ball,1610612766,CHA,6,3,3,0.5,12.816666666666666,12,24,0.5,3,9,0.333,9,10,0.9,0,10,10,6,3.0,3,2,1,8,5,36,-1.0,715,833,13478,6055,1658,1437,1573,4380,1834,1657,5164,745,877,3553,6835,1456,1974,1781,11870,1026,988,9898,13752,1654,1312,8029
Lineups,-202355-202709-203084-1627741-1628368-,H. Whiteside - C. Joseph - H. Barnes - B. Hield - D. Fox,1610612758,SAC,4,2,2,0.5,12.816666666666666,15,28,0.536,4,9,0.444,1,3,0.333,3,9,12,7,2.0,3,1,3,4,4,35,9.0,1342,1419,11786,6055,1658,1117,1309,4071,1325,1657,4029,5936,3698,7478,1413,1670,1603,1486,10011,1026,1883,13867,11933,2123,1364,805
Lineups,-203585-1628367-1629004-1629635-1630191-,R. McGruder - J. Jackson - S. Mykhailiuk - S. Doumbouya - I. Stewart,1610612765,DET,3,0,3,0.0,12.81,10,24,0.417,4,11,0.364,2,4,0.5,3,6,9,6,6.0,4,1,1,7,5,26,-8.0,1988,8622,13478,8622,1660,1787,1573,7881,1325,1321,5011,3711,2632,6170,1413,2541,2230,1781,13728,711,1883,9898,13493,1654,1969,13690
Lineups,-1626153-1627741-1627745-1629002-1629663-,D. Wright - B. Hield - D. Jones - C. Metu - L. King,1610612758,SAC,2,0,2,0.0,12.8,10,26,0.385,3,13,0.231,2,2,1.0,2,8,10,8,2.0,3,0,2,3,3,25,0.0,3209,8622,11786,8622,1661,1787,1429,8700,1834,1058,7038,3711,4380,1,2208,1901,1974,1279,10011,1026,4787,12872,10743,2846,2063,5969
Lineups,-203524-203992-1628981-1628989-1629164-,S. Hill - B. Bogdanovic - B. Fernando - K. Huerter - B. Goodwin,1610612737,ATL,3,2,1,0.667,12.796666666666667,6,24,0.25,3,14,0.214,3,5,0.6,2,9,11,3,5.0,1,0,4,11,3,18,-15.0,1988,1419,4787,5255,1662,3063,1573,10720,1834,946,7125,2774,2200,5961,2208,1670,1776,3551,13379,2899,4787,14262,14139,2846,2926,14561
Lineups,-202696-203082-1628407-1628412-1629643-,N. Vucevic - T. Ross - D. Bacon - F. Mason - C. Okeke,1610612753,ORL,2,1,1,0.5,12.785,9,32,0.281,3,15,0.2,2,3,0.667,5,16,21,4,3.0,2,1,1,5,1,23,5.0,3209,2861,4787,6055,1663,2021,1094,10647,1834,861,7138,3711,3698,5423,724,780,750,2734,11870,1612,1883,9898,12673,6113,2261,1832
Lineups,-201188-202083-1627936-1628398-1629659-,M. Gasol - W. Matthews - A. Caruso - K. Kuzma - T. Horton-Tucker,1610612747,LAL,3,2,1,0.667,12.783333333333333,9,24,0.375,6,16,0.375,1,3,0.333,5,10,15,6,5.0,1,4,2,5,6,25,2.0,1988,1419,4787,5255,1664,2021,1573,8807,803,776,4868,5936,3698,7478,724,1456,1222,1781,13379,2899,382,12872,12673,1337,2063,3758
Lineups,-101108-203109-1628975-1629028-1629661-,C. Paul - J. Crowder - J. Carter - D. Ayton - C. Johnson,1610612756,PHX,5,2,3,0.4,12.78,11,25,0.44,6,14,0.429,0,0,0.0,1,16,17,7,3.0,3,3,1,4,2,28,15.0,958,1419,13478,7679,1665,1598,1495,7349,803,946,4155,7636,8018,7636,3721,780,1026,1486,11870,1026,596,9898,11933,4051,1805,291
Lineups,-203382-1626169-1627761-1629139-1630201-,A. Baynes - S. Johnson - D. Bembry - Y. Watanabe - M. Flynn,1610612761,TOR,2,1,1,0.5,12.766666666666667,8,23,0.348,1,8,0.125,1,2,0.5,5,13,18,3,6.0,2,2,3,8,5,18,-4.0,3209,2861,4787,6055,1666,2275,1650,9231,4303,1911,7670,5936,4380,6170,724,1038,945,3551,13728,1612,988,13867,13752,1654,2926,11572
Lineups,-203469-1626179-1628984-1629023-1630163-,C. Zeller - T. Rozier - D. Graham - P. Washington - L. Ball,1610612766,CHA,4,0,4,0.0,12.766666666666667,9,24,0.375,4,16,0.25,18,19,0.947,5,10,15,8,3.0,3,3,1,6,11,40,16.0,1342,8622,14165,8622,1666,2021,1573,8807,1325,776,6547,261,345,3441,724,1456,1222,1279,11870,1026,596,9898,13128,604,1156,250
Lineups,-202066-203897-1627756-1628976-1629632-,G. Temple - Z. LaVine - D. Valentine - W. Carter Jr. - C. White,1610612741,CHI,5,2,3,0.4,12.766666666666667,14,25,0.56,6,12,0.5,0,1,0.0,1,12,13,7,8.0,2,0,0,4,6,34,8.0,958,1419,13478,7679,1666,1216,1495,3657,803,1193,2382,7636,7223,7636,3721,1154,1444,1486,14127,1612,4787,1,11933,1337,1412,974
Lineups,-201580-203957-1626204-1626224-1629012-,J. McGee - D. Exum - L. Nance Jr. - C. Osman - C. Sexton,1610612739,CLE,4,3,1,0.75,12.766666666666667,12,31,0.387,3,7,0.429,1,5,0.2,9,8,17,8,4.0,6,0,2,5,5,28,3.0,1342,833,4787,4974,1666,1437,1148,8685,1834,2214,4155,5936,2200,7628,309,1901,1026,1279,12801,386,4787,12872,12673,1654,1805,2885
Lineups,-202685-1626145-1629681-1629723-1630217-,J. Valanciunas - T. Jones - K. Tillie - J. Konchar - D. Bane,1610612763,MEM,2,2,0,1.0,12.766666666666667,12,23,0.522,4,9,0.444,3,3,1.0,1,9,10,10,2.0,2,0,0,4,3,31,2.0,3209,1419,1,1,1666,1437,1650,4240,1325,1657,4029,2774,3698,1,3721,1670,1974,949,10011,1612,4787,1,11933,2846,1593,3758
Lineups,-201142-201145-201599-201935-202681-,K. Durant - J. Green - D. Jordan - J. Harden - K. Irving,1610612751,BKN,1,0,1,0.0,12.766666666666667,13,19,0.684,4,8,0.5,5,5,1.0,1,11,12,10,6.0,1,1,0,6,5,35,2.0,5846,8622,4787,8622,1666,1325,2086,1802,1325,1911,2382,1609,2200,1,3721,1307,1603,949,13728,2899,1883,1,13128,1654,1364,3758
Lineups,-203960-204456-1628988-1629048-1629103-,J. Sampson - T. McConnell - A. Holiday - G. Bitadze - K. Martin,1610612754,IND,2,1,1,0.5,12.761666666666667,14,25,0.56,5,8,0.625,6,6,1.0,4,10,14,8,2.0,2,1,2,4,6,39,17.0,3209,2861,4787,6055,1672,1216,1495,3657,1031,1911,1959,1244,1701,1,974,1456,1325,1279,10011,1612,1883,12872,11933,1337,1184,213
Lineups,-203482-1628391-1629610-1629645-1630231-,K. Olynyk - D. Wilson - D. Jeffries - K. Porter Jr. - K. Martin Jr.,1610612745,HOU,2,1,1,0.5,12.76,11,23,0.478,1,7,0.143,4,5,0.8,2,12,14,8,6.0,4,4,3,4,5,27,4.0,3209,2861,4787,6055,1673,1598,1650,6554,4303,2214,7586,2038,2200,4235,2208,1154,1325,1279,13728,711,382,13867,11933,1654,1880,2263
Lineups,-201571-1629610-1630231-1630237-1630256-,D. Augustin - D. Jeffries - K. Martin Jr. - A. Lamb - J. Tate,1610612745,HOU,1,0,1,0.0,12.75,10,27,0.37,5,12,0.417,2,3,0.667,3,8,11,7,3.0,0,0,1,6,1,27,-16.0,5846,8622,4787,8622,1674,1787,1365,9013,1031,1193,4342,3711,3698,5423,1413,1901,1776,1486,11870,6159,4787,9898,13128,6113,1880,14609
Lineups,-201949-1626195-1629627-1629637-1630184-,J. Johnson - W. Hernangomez - Z. Williamson - J. Hayes - K. Lewis Jr.,1610612740,NOP,2,2,0,1.0,12.716666666666667,14,25,0.56,0,3,0.0,7,9,0.778,5,10,15,9,3.0,2,3,3,1,8,35,2.0,3209,1419,1,1,1675,1216,1495,3657,7765,4855,7765,1021,1028,4497,724,1456,1222,1094,11870,1612,596,13867,4568,936,1364,3758
Lineups,-201571-203482-1629717-1630231-1630256-,D. Augustin - K. Olynyk - A. Brooks - K. Martin Jr. - J. Tate,1610612745,HOU,3,1,2,0.333,12.7,6,14,0.429,2,6,0.333,12,15,0.8,2,8,10,5,7.0,2,1,2,6,8,26,-2.0,1988,2861,11786,7835,1676,3063,2901,7491,2687,2607,5164,496,504,4235,2208,1901,1974,2186,13958,1612,1883,12872,13128,936,1969,9134
Lineups,-201949-203501-1626161-1627827-1628973-,J. Johnson - T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson,1610612742,DAL,5,1,4,0.2,12.683333333333334,13,21,0.619,5,8,0.625,6,8,0.75,3,10,13,10,2.0,0,1,0,9,7,37,17.0,958,2861,14165,8520,1677,1325,1843,2799,1031,1911,1959,1244,1200,4604,1413,1456,1444,949,10011,6159,1883,1,13895,1120,1267,213
Lineups,-200746-201933-202681-203925-1628971-,L. Aldridge - B. Griffin - K. Irving - J. Harris - B. Brown,1610612751,BKN,1,0,1,0.0,12.683333333333334,12,27,0.444,2,6,0.333,1,1,1.0,3,9,12,7,1.0,1,2,2,0,2,27,3.0,5846,8622,4787,8622,1677,1437,1365,7158,2687,2607,5164,5936,7223,1,1413,1670,1603,1486,6192,2899,988,12872,1,4051,1880,2885
Lineups,-1627777-1627885-1628962-1629671-1629752-,G. Niang - S. Harrison - U. Azubuike - M. Oni - J. Morgan,1610612762,UTA,3,3,0,1.0,12.666666666666666,4,19,0.211,1,6,0.167,3,4,0.75,2,9,11,3,9.0,2,1,1,7,5,12,-29.0,1988,833,1,1,1679,4374,2086,11323,4303,2607,7434,2774,2632,4604,2208,1670,1776,3551,14264,1612,1883,9898,13493,1654,4310,14776
Lineups,-203085-203457-203901-203944-1629628-,A. Rivers - N. Noel - E. Payton - J. Randle - R. Barrett,1610612752,NYK,6,2,4,0.333,12.65,11,24,0.458,1,5,0.2,8,9,0.889,5,7,12,5,3.0,5,1,2,2,6,31,7.0,715,1419,14165,7835,1680,1598,1573,6924,4303,3153,7138,859,1028,3599,724,2181,1603,2186,11870,518,1883,12872,8537,1337,1593,1211
Lineups,-201980-203118-203552-203954-1627788-,D. Green - M. Scott - S. Curry - J. Embiid - F. Korkmaz,1610612755,PHI,1,0,1,0.0,12.65,13,26,0.5,6,10,0.6,0,0,0.0,1,8,9,8,1.0,3,1,2,5,1,32,7.0,5846,8622,4787,8622,1680,1325,1429,4380,803,1476,2002,7636,8018,7636,3721,1901,2230,1279,6192,1026,1883,12872,12673,6113,1514,1211
Lineups,-1629026-1629647-1629650-1629652-1630177-,K. Williams - D. Bazley - M. Brown - L. Dort - T. Maledon,1610612760,OKC,4,0,4,0.0,12.65,11,26,0.423,2,6,0.333,4,6,0.667,8,9,17,2,5.0,0,1,4,3,5,28,-4.0,1342,8622,14165,8622,1680,1598,1429,7813,2687,2607,5164,2038,1701,5423,358,1670,1026,4832,13379,6159,1883,14262,10743,1654,1805,11572
Lineups,-203524-1628381-1629027-1629631-1630168-,S. Hill - J. Collins - T. Young - D. Hunter - O. Okongwu,1610612737,ATL,1,1,0,1.0,12.65,14,21,0.667,2,5,0.4,12,14,0.857,2,8,10,10,2.0,3,3,0,5,10,42,8.0,5846,2861,1,1,1680,1216,1843,1812,2687,3153,4419,496,558,3770,2208,1901,1974,949,10011,1026,596,1,12673,704,1090,974
Lineups,-1626156-1626157-1627823-1629006-1630162-,D. Russell - K. Towns - J. Hernangomez - J. Okogie - A. Edwards,1610612750,MIN,6,3,3,0.5,12.648333333333333,11,24,0.458,4,9,0.444,8,11,0.727,4,9,13,6,4.0,1,1,4,3,6,34,4.0,715,833,13478,6055,1684,1598,1573,6924,1325,1657,4029,859,769,5200,974,1670,1444,1781,12801,2899,1883,14262,10743,1337,1412,2263
Lineups,-203084-203090-1626158-1628368-1630169-,H. Barnes - M. Harkless - R. Holmes - D. Fox - T. Haliburton,1610612758,SAC,2,0,2,0.0,12.645,10,24,0.417,0,8,0.0,6,8,0.75,0,10,10,7,2.0,6,1,1,3,4,26,-1.0,3209,8622,11786,8622,1685,1787,1573,7881,7765,1911,7765,1244,1200,4604,6835,1456,1974,1486,10011,386,1883,9898,10743,2123,1969,8029
Lineups,-202335-202704-1627826-1629599-1629611-,P. Patterson - R. Jackson - I. Zubac - A. Coffey - T. Mann,1610612746,LAC,3,1,2,0.333,12.633333333333333,8,22,0.364,0,8,0.0,2,4,0.5,4,13,17,4,7.0,1,2,2,4,5,18,-11.0,1988,2861,11786,7835,1686,2275,1738,9045,7765,1911,7765,3711,2632,6170,974,1038,1026,2734,13958,2899,988,12872,11933,1654,2926,14279
Lineups,-1626179-1628970-1628997-1629023-1630163-,T. Rozier - M. Bridges - C. Martin - P. Washington - L. Ball,1610612766,CHA,5,1,4,0.2,12.633333333333333,14,22,0.636,1,5,0.2,3,5,0.6,4,7,11,7,7.0,3,1,1,7,6,32,-1.0,958,2861,14165,8520,1686,1216,1738,2610,4303,3153,7138,2774,2200,5961,974,2181,1776,1486,13958,1026,1883,9898,13493,1337,1514,8029
Lineups,-203210-1627750-1628392-1628408-1630267-,J. Green - J. Murray - I. Hartenstein - P. Dozier - F. Campazzo,1610612743,DEN,2,1,1,0.5,12.616666666666667,9,21,0.429,4,11,0.364,2,2,1.0,4,9,13,4,6.0,2,4,2,9,4,24,-2.0,3209,2861,4787,6055,1688,2021,1843,7491,1325,1321,5011,3711,4380,1,974,1670,1444,2734,13728,1612,382,12872,13895,2123,2166,9134
Lineups,-200768-1627783-1627832-1628384-1629056-,K. Lowry - P. Siakam - F. VanVleet - O. Anunoby - T. Davis,1610612761,TOR,2,0,2,0.0,12.616666666666667,12,26,0.462,5,12,0.417,6,7,0.857,3,9,12,8,3.0,2,0,1,6,8,35,9.0,3209,8622,11786,8622,1688,1437,1429,6821,1031,1193,4342,1244,1441,3770,1413,1670,1603,1279,11870,1612,4787,9898,13128,936,1364,805
Lineups,-203082-203516-203914-1628976-1630175-,T. Ross - J. Ennis III - G. Harris - W. Carter Jr. - C. Anthony,1610612753,ORL,3,1,2,0.333,12.616666666666667,9,17,0.529,1,5,0.2,2,5,0.4,1,5,6,6,6.0,1,1,3,7,4,21,-14.0,1988,2861,11786,7835,1688,2021,2367,4148,4303,3153,7138,3711,2200,7433,3721,3064,3390,1781,13728,2899,1883,13867,13493,2123,2472,14512
Lineups,-201937-1626157-1629006-1629669-1630183-,R. Rubio - K. Towns - J. Okogie - J. Nowell - J. McDaniels,1610612750,MIN,5,2,3,0.4,12.605,12,22,0.545,3,7,0.429,11,12,0.917,4,11,15,10,3.0,2,5,3,6,8,38,16.0,958,1419,13478,7679,1691,1437,1738,3876,1834,2214,4155,565,681,3495,974,1307,1222,949,11870,1612,260,13867,13128,936,1216,250
Lineups,-201142-201145-203925-1628386-1628971-,K. Durant - J. Green - J. Harris - J. Allen - B. Brown,1610612751,BKN,1,1,0,1.0,12.6,17,23,0.739,5,7,0.714,1,2,0.5,1,6,7,11,5.0,2,3,2,5,5,40,10.0,5846,2861,1,1,1692,957,1650,1620,1031,2214,1495,5936,4380,6170,3721,2541,2858,843,13379,1612,596,12872,12673,1654,1156,664
Lineups,-200752-201988-203476-1629022-1629640-,R. Gay - P. Mills - G. Dieng - L. Walker IV - K. Johnson,1610612759,SAS,1,0,1,0.0,12.6,8,18,0.444,3,8,0.375,2,3,0.667,1,6,7,4,4.0,4,0,2,7,7,21,0.0,5846,8622,4787,8622,1692,2275,2210,7158,1834,1911,4868,3711,3698,5423,3721,2541,2858,2734,12801,711,4787,12872,13493,1120,2472,5969
Lineups,-2546-203081-203496-203918-1627884-,C. Anthony - D. Lillard - R. Covington - R. Hood - D. Jones Jr.,1610612757,POR,5,3,2,0.6,12.595,8,23,0.348,1,12,0.083,2,3,0.667,2,10,12,1,3.0,1,1,1,6,3,19,-3.0,958,833,11786,5818,1694,2275,1650,9231,4303,1193,7759,3711,3698,5423,2208,1456,1603,6852,11870,2899,1883,9898,13128,2846,2752,10536
Lineups,-1628977-1628983-1629647-1629652-1629676-,H. Diallo - S. Gilgeous-Alexander - D. Bazley - L. Dort - I. Roby,1610612760,OKC,10,3,7,0.3,12.595,9,17,0.529,1,4,0.25,2,5,0.4,2,9,11,3,6.0,1,0,0,5,3,21,-20.0,271,833,14679,8308,1694,2021,2367,4148,4303,3891,6547,3711,2200,7433,2208,1670,1776,3551,13728,2899,4787,1,12673,2846,2472,14697
Lineups,-202324-203903-204060-1627777-1628378-,D. Favors - J. Clarkson - J. Ingles - G. Niang - D. Mitchell,1610612762,UTA,13,11,2,0.846,12.583333333333334,12,20,0.6,7,10,0.7,3,4,0.75,1,7,8,6,2.0,3,1,0,13,3,34,4.0,134,60,11786,4835,1696,1437,1947,2861,622,1476,1517,2774,2632,4604,3721,2181,2502,1781,10011,1026,1883,1,14293,2846,1412,2263
Lineups,-201568-203503-203524-1628381-1629027-,D. Gallinari - T. Snell - S. Hill - J. Collins - T. Young,1610612737,ATL,7,2,5,0.286,12.58,9,22,0.409,5,13,0.385,6,6,1.0,5,9,14,6,5.0,1,1,1,7,6,29,-7.0,542,1419,14449,8322,1697,2021,1738,8036,1031,1058,4811,1244,1701,1,724,1670,1325,1781,13379,2899,1883,9898,13493,1337,1718,13391
Lineups,-202709-1627741-1628963-1629610-1630169-,C. Joseph - B. Hield - M. Bagley III - D. Jeffries - T. Haliburton,1610612758,SAC,3,1,2,0.333,12.566666666666666,14,29,0.483,2,10,0.2,7,7,1.0,5,12,17,7,3.0,2,3,2,6,7,37,14.0,1988,2861,11786,7835,1698,1216,1255,6502,2687,1476,7138,1021,1441,1,724,1154,1026,1486,11870,1612,596,12872,13128,1120,1267,337
Lineups,-1628396-1629004-1629026-1629658-1629660-,T. Bradley - S. Mykhailiuk - K. Williams - J. Hoard - T. Jerome,1610612760,OKC,2,0,2,0.0,12.566666666666666,11,22,0.5,1,6,0.167,8,11,0.727,4,12,16,7,4.0,3,1,1,7,7,31,8.0,3209,8622,11786,8622,1698,1598,1738,4380,4303,2607,7434,859,769,5200,974,1154,1115,1486,12801,1026,1883,9898,13493,1120,1593,974
Lineups,-203501-204001-1626161-1626196-1628973-,T. Hardaway Jr. - K. Porzingis - W. Cauley-Stein - J. Richardson - J. Brunson,1610612742,DAL,2,2,0,1.0,12.566666666666666,10,23,0.435,2,6,0.333,7,8,0.875,2,9,11,6,2.0,2,0,1,1,5,29,9.0,3209,1419,1,1,1698,1787,1650,7439,2687,2607,5164,1021,1200,3673,2208,1670,1776,1781,10011,1612,4787,9898,4568,1654,1718,805
Lineups,-201571-202340-203482-1630231-1630256-,D. Augustin - A. Bradley - K. Olynyk - K. Martin Jr. - J. Tate,1610612745,HOU,2,0,2,0.0,12.565,14,22,0.636,3,9,0.333,0,0,0.0,2,7,9,9,4.0,1,1,0,7,1,31,2.0,3209,8622,11786,8622,1701,1216,1738,2610,1834,1657,5164,7636,8018,7636,2208,2181,2230,1094,12801,2899,1883,1,13493,6113,1593,3758
Lineups,-202689-1627759-1628369-1628400-1629057-,K. Walker - J. Brown - J. Tatum - S. Ojeleye - R. Williams III,1610612738,BOS,5,2,3,0.4,12.561666666666667,6,22,0.273,1,8,0.125,5,7,0.714,5,11,16,3,8.0,1,2,2,7,4,18,-12.0,958,1419,13478,7679,1702,3063,1738,10658,4303,1911,7670,1609,1441,5245,724,1307,1115,3551,14127,2899,988,12872,13493,2123,2926,14384
Lineups,-203476-1628960-1629001-1630214-1630217-,G. Dieng - G. Allen - D. Melton - X. Tillman - D. Bane,1610612763,MEM,2,0,2,0.0,12.55,11,25,0.44,6,13,0.462,4,4,1.0,3,10,13,8,4.0,7,0,2,4,4,32,15.0,3209,8622,11786,8622,1703,1598,1495,7349,803,1058,3946,2038,2632,1,1413,1456,1444,1279,12801,312,4787,12872,11933,2123,1514,291
Lineups,-203200-1626167-1627734-1627747-1628410-,J. Holiday - M. Turner - D. Sabonis - C. LeVert - E. Sumner,1610612754,IND,1,0,1,0.0,12.55,11,22,0.5,3,10,0.3,0,0,0.0,2,9,11,8,7.0,3,1,1,5,2,25,-4.0,5846,8622,4787,8622,1703,1598,1738,4380,1834,1476,6247,7636,8018,7636,2208,1670,1776,1279,13958,1026,1883,9898,12673,4051,2063,11572
Lineups,-202685-203937-1626145-1628415-1629723-,J. Valanciunas - K. Anderson - T. Jones - D. Brooks - J. Konchar,1610612763,MEM,6,3,3,0.5,12.55,7,19,0.368,1,6,0.167,4,5,0.8,2,10,12,4,6.0,0,3,2,5,2,19,-12.0,715,833,13478,6055,1703,2623,2086,9021,4303,2607,7434,2038,2200,4235,2208,1456,1603,2734,13728,6159,596,12872,12673,4051,2752,14384
Lineups,-101150-203524-203991-1628381-1629164-,L. Williams - S. Hill - C. Capela - J. Collins - B. Goodwin,1610612737,ATL,1,0,1,0.0,12.55,7,24,0.292,1,6,0.167,5,7,0.714,6,8,14,6,5.0,0,2,4,4,6,20,-14.0,5846,8622,4787,8622,1703,2623,1573,10451,4303,2607,7434,1609,1441,5245,554,1901,1325,1781,13379,6159,988,14262,11933,1337,2602,14512
Lineups,-201586-201587-202694-202695-202704-,S. Ibaka - N. Batum - M. Morris Sr. - K. Leonard - R. Jackson,1610612746,LAC,5,3,2,0.6,12.545,7,26,0.269,3,13,0.231,5,5,1.0,2,9,11,3,2.0,2,1,1,3,4,22,-9.0,958,833,11786,5818,1707,2623,1429,10704,1834,1058,7038,1609,2200,1,2208,1670,1776,3551,10011,1612,1883,9898,10743,2123,2364,13943
Lineups,-202339-1626195-1627742-1628366-1629117-,E. Bledsoe - W. Hernangomez - B. Ingram - L. Ball - W. Gabriel,1610612740,NOP,4,3,1,0.75,12.533333333333333,9,23,0.391,0,6,0.0,2,4,0.5,3,10,13,6,5.0,5,2,3,4,4,20,-16.0,1342,833,4787,4974,1708,2021,1650,8626,7765,2607,7765,3711,2632,6170,1413,1456,1444,1781,13379,518,988,13867,11933,2123,2602,14609
Lineups,-202683-203468-1626178-1626181-1629014-,E. Kanter - C. McCollum - R. Hollis-Jefferson - N. Powell - A. Simons,1610612757,POR,2,1,1,0.5,12.533333333333333,10,23,0.435,2,8,0.25,6,9,0.667,4,14,18,5,2.0,0,1,4,4,8,28,4.0,3209,2861,4787,6055,1708,1787,1650,7439,2687,1911,6547,1244,1028,5423,974,945,945,2186,10011,6159,1883,14262,11933,936,1805,2263
Lineups,-203210-203914-203999-1627750-1628420-,J. Green - G. Harris - N. Jokic - J. Murray - M. Morris,1610612743,DEN,6,4,2,0.667,12.531666666666666,13,22,0.591,4,7,0.571,7,8,0.875,2,10,12,6,4.0,1,0,0,3,10,37,20.0,715,534,11786,5255,1710,1325,1738,3260,1325,2214,2188,1021,1200,3673,2208,1456,1603,1781,12801,2899,4787,1,10743,704,1267,155
Lineups,-202685-1626145-1626159-1629001-1630217-,J. Valanciunas - T. Jones - J. Winslow - D. Melton - D. Bane,1610612763,MEM,5,4,1,0.8,12.508333333333333,8,25,0.32,2,11,0.182,0,0,0.0,3,7,10,5,4.0,3,1,2,6,1,18,-8.0,958,534,4787,4880,1711,2275,1495,10266,2687,1321,7404,7636,8018,7636,1413,2181,1974,2186,12801,1026,1883,12872,13128,6113,2926,13690
